"","X1","X2","y"
"1",1.29771982236671,0.805921219653461,0.298968300086162
"2",1.26732347867761,0.79903410494454,0.318133656148967
"3",1.2368816863588,0.792169295584489,0.337201487124906
"4",1.20631735595688,0.78529634639396,0.356121028836285
"5",1.17555339801844,0.778384812193603,0.37484151710541
"6",1.14451272309006,0.771404247804069,0.393312187754587
"7",1.11311824171834,0.764324208046009,0.411482276606121
"8",1.08130534436514,0.7571091327473,0.429303819124191
"9",1.04905934115352,0.749703001764724,0.446740049340463
"10",1.0163780221218,0.742044679962292,0.463757000928478
"11",0.98325917730831,0.734073032204015,0.480320707561775
"12",0.949700596751381,0.725726923353901,0.496397202913894
"13",0.915700070489343,0.716945218275961,0.511952520658375
"14",0.881255388560526,0.707666781834204,0.526952694468757
"15",0.846362396003719,0.697840937406579,0.541348353905625
"16",0.811009157859547,0.687458842426784,0.555028512077745
"17",0.775181794169093,0.676522112842454,0.56786677798093
"18",0.738866424973443,0.665032364601227,0.579736760610992
"19",0.70204917031368,0.652991213650739,0.590512068963742
"20",0.664716150230888,0.640400275938626,0.600066312034992
"21",0.626853484766152,0.627261167412524,0.608273098820554
"22",0.588467882506167,0.613568136506,0.615026656755981
"23",0.549648406220081,0.59928596159634,0.620303687035785
"24",0.510504707222651,0.58437205354676,0.624101509294223
"25",0.471146436828635,0.568783823220479,0.626417443165546
"26",0.431683246352793,0.552478681480712,0.627248808284011
"27",0.392224787109882,0.535414039190677,0.626592924283871
"28",0.35288071041466,0.517547307213589,0.62444711079938
"29",0.313767222764832,0.498855645489437,0.620824937889245
"30",0.275026751389874,0.479395210265288,0.615804977309981
"31",0.236808278702212,0.459241906864981,0.609482051242555
"32",0.199260787114267,0.438471640612355,0.601950981867934
"33",0.162533259038464,0.417160316831249,0.593306591367086
"34",0.126774676887226,0.395383840845501,0.583643701920979
"35",0.0921340230729756,0.373218117978951,0.573057135710579
"36",0.0587370042808859,0.35075763831881,0.561669070422049
"37",0.0266162242871252,0.328171231005787,0.549711105762329
"38",-0.00421898885938884,0.305646309943962,0.537442196943553
"39",-0.0337593071097386,0.283370289037416,0.525121299177857
"40",-0.0619954024150062,0.261530582190232,0.513007367677375
"41",-0.0889179467262739,0.240314603306489,0.501359357654242
"42",-0.114517611994624,0.21990976629027,0.490436224320593
"43",-0.138796399489477,0.200490107896337,0.480471012677635
"44",-0.161801627753598,0.182176156282183,0.471593126882865
"45",-0.183591944648092,0.165075062455984,0.463906060882852
"46",-0.204225998034064,0.149293977425913,0.457513308624166
"47",-0.223762435772618,0.134940052200146,0.452518364053375
"48",-0.242259905724857,0.122120437786857,0.449024721117049
"49",-0.259777055751886,0.110942285194221,0.447135873761757
"50",-0.276359686252732,0.101503442008384,0.446934898668743
"51",-0.29200220777812,0.0938645421273723,0.448423203457952
"52",-0.306686183416694,0.0880769160271838,0.451581778484004
"53",-0.320393176257102,0.0841918941838163,0.456391614101519
"54",-0.33310474938799,0.0822608070732674,0.462833700665117
"55",-0.344802465898006,0.0823349851715349,0.470889028529417
"56",-0.355467888875794,0.0844657589546165,0.480538588049039
"57",-0.365084140433695,0.0886587558136329,0.491753113963877
"58",-0.373640578778822,0.0947367908001975,0.50446231855492
"59",-0.381128121141982,0.102476975881047,0.518585658488428
"60",-0.387537684753981,0.111656423022917,0.534042590430664
"61",-0.392860186845624,0.122052244192545,0.550752571047889
"62",-0.397086544647719,0.133441551356666,0.568635057006366
"63",-0.400207675391071,0.145601456482018,0.587609504972356
"64",-0.402207083907183,0.158303624491639,0.6075892878582
"65",-0.403038625430337,0.171297932133779,0.628463443560554
"66",-0.402648742795511,0.184328809112991,0.650114926222155
"67",-0.400983878837683,0.197140685133826,0.672426689985737
"68",-0.397990476391833,0.209477989900836,0.695281688994037
"69",-0.393614978292938,0.221085153118575,0.718562877389789
"70",-0.387803827375976,0.231706604491594,0.74215320931573
"71",-0.380524246746213,0.241113653258254,0.765934459731467
"72",-0.371826580590064,0.24918512679215,0.789783686864101
"73",-0.361781953364232,0.255826732000689,0.813576769757604
"74",-0.350461489525418,0.260944175791272,0.837189587455951
"75",-0.337936313530326,0.264443165071306,0.860498019003113
"76",-0.324277549835658,0.266229406748194,0.883377943443064
"77",-0.309556322898115,0.266208607729341,0.905705239819777
"78",-0.293825228854798,0.264322269674931,0.927359956736074
"79",-0.27706275056439,0.26065507325627,0.948238821030177
"80",-0.259228842565969,0.255327493897445,0.968242729099156
"81",-0.240283459398618,0.248460007022542,0.987272577340082
"82",-0.220186555601414,0.240173088055647,1.00522926215003
"83",-0.198898085713439,0.230587212420848,1.02201367992606
"84",-0.176378004273772,0.219822855542229,1.03752672706525
